Season,Episode,Contestants,ChW,ChA,SO,VFB,VAP,TotV,TCA,TCV,VFT,InRCA,InRCW,InICA,InICW,TRCA,TRCW,TICA,TICW,Reward win?,Reward #people,Reward win%,Immunity win,Immunity #people,Immunity win%,Immunity total win%,Sex,Age,Occupation,Hometown,Home State,Original Tribe,Merged,Tribe
,7,Bradley Kleihege,0.25,0.5,,0,4,5,1,Libby,,,,,,1,1,1,,1,4,0.25,0,4,0,0.25,M,26,Law Student,Los Angeles,CA,Malolo,TRUE,Lavita
,7,Chelsea Townsend,0.25,0.5,1,1,,5,1,Bradley,1,,,,,1,1,1,,1,4,0.25,,4,0,0.25,F,25,EMT/Pro Cheerleader,Los Angeles,CA,Naviti,TRUE,Lavita
,7,Chris Noble,0.375,0.5,,,,,,,,,,,,1,,1,1,0.5,4,0.125,1,4,0.25,0.375,M,27,Male Model,Brooklyn,NY,Yanuya,TRUE,Lavita
,7,Desiree Afuye,0.125,0.5,,,,,,,,,,,,1,,1,,0,4,0,0.5,4,0.125,0.125,F,21,Student,Brooklyn,NY,Malolo,TRUE,Lavita
,7,Domenick Abbate,0,0.5,1,1,,5,1,Bradley,1,,,,,1,,1,,,4,0,0,4,0,0,M,38,Construction Supervisor,Nesconset,NY,Naviti,TRUE,Lavita
,7,Kellyn Bechtold,0.125,0.5,,,,,,,,,,,,1,,1,,0,4,0,0.5,4,0.125,0.125,F,30,Career Counselor,Denver,CO,Naviti,TRUE,Lavita
,7,Sebastian Noel,0.375,0.5,,,,,,,,,,,,1,,1,1,0.5,4,0.125,1,4,0.25,0.375,M,22,Fishing Guide,Satellite Beach,FL,Yanuya,TRUE,Lavita
,7,Wendell Holland,0.375,0.5,,,,,,,,,,,,1,,1,1,0.5,4,0.125,1,4,0.25,0.375,M,33,Furniture Company Owner,Philadelphia,PA,Yanuya,TRUE,Lavita
,8,Donathan Hurley,0,1,,1,,13,1,Chris,1,,,1,,,,,,,,,,1,0,,M,25,Caretaker,Kimper,KY,Malolo,TRUE,Lavita
,8,Jenna Bowman,0,1,,1,,13,1,Chris,1,,,1,,,,,,,,,,1,0,,F,23,Advertising Account Executive,Venice Beach,CA,Yanuya,TRUE,Lavita
,8,Laurel Johnson,0,1,,1,,13,1,Chris,1,,,1,,,,,,,,,,1,0,,F,29,Financial Consultant,Minneapolis,MN,Yanuya,TRUE,Lavita
,8,Libby Vincek,0,1,,1,2,13,1,Chris,,,,1,,,,,,,,,,1,0,,F,24,Social Media Strategist,Houston,TX,Naviti,TRUE,Lavita
,8,Michael Yerger,0,1,,1,,13,1,Chris,1,,,1,,,,,,,,,,1,0,,M,18,Real Estate Agent,Los Angeles,CA,Malolo,TRUE,Lavita
,8,Angela Perkins,0,1,,0,,13,1,Libby,1,,,1,,,,,,,,,,1,0,,F,42,Army Veteran,Cincinnati,OH,Naviti,TRUE,Lavita
,8,Chelsea Townsend,0,1,,1,,13,1,Chris,1,,,1,,,,,,,,,,1,0,,F,25,EMT/Pro Cheerleader,Los Angeles,CA,Naviti,TRUE,Lavita
,8,Chris Noble,0,1,,,10,13,1,,,,,1,,,,,,,,,,1,0,,M,27,Male Model,Brooklyn,NY,Yanuya,TRUE,Lavita
,8,Desiree Afuye,0,1,,0,,13,1,Libby,1,,,1,,,,,,,,,,1,0,,F,21,Student,Brooklyn,NY,Malolo,TRUE,Lavita
,8,Domenick Abbate,0,1,,1,,13,1,Chris,1,,,1,,,,,,,,,,1,0,,M,38,Construction Supervisor,Nesconset,NY,Naviti,TRUE,Lavita
,8,Kellyn Bechtold,1,1,,1,,13,1,Chris,1,,,1,1,,,,,,,,1,1,1,,F,30,Career Counselor,Denver,CO,Naviti,TRUE,Lavita
,8,Sebastian Noel,0,1,,1,,13,1,Chris,1,,,1,,,,,,,,,,1,0,,M,22,Fishing Guide,Satellite Beach,FL,Yanuya,TRUE,Lavita
,8,Wendell Holland,0,1,,1,,13,1,Chris,1,,,1,,,,,,,,,,1,0,,M,33,Furniture Company Owner,Philadelphia,PA,Yanuya,TRUE,Lavita
,9,Donathan Hurley,0.166666667,1.166666667,,0,,12,1,Michael,1,,,1,,1,,,1,1,6,0.166666667,,1,0,0.166666667,M,25,Caretaker,Kimper,KY,Malolo,TRUE,Lavita
,9,Jenna Bowman,0,1.166666667,,0,,12,1,Michael,1,,,1,,1,,,,0,6,0,,1,0,0,F,23,Advertising Account Executive,Venice Beach,CA,Yanuya,TRUE,Lavita
,9,Laurel Johnson,0.166666667,1.166666667,,1,,12,1,Libby,1,,,1,,1,,,1,1,6,0.166666667,,1,0,0.166666667,F,29,Financial Consultant,Minneapolis,MN,Yanuya,TRUE,Lavita
,9,Libby Vincek,0.166666667,1.166666667,,0,4,12,1,Michael,,,,1,,1,,,1,1,6,0.166666667,,1,0,0.166666667,F,24,Social Media Strategist,Houston,TX,Naviti,TRUE,Lavita
,9,Michael Yerger,0,1.166666667,,0,0,12,1,Wendell,,,,1,,1,,,,0,6,0,,1,0,0,M,18,Real Estate Agent,Los Angeles,CA,Malolo,TRUE,Lavita
,9,Angela Perkins,1.166666667,1.166666667,,0,,12,1,Michael,1,,,1,1,1,,,1,1,6,0.166666667,1,1,1,1.166666667,F,42,Army Veteran,Cincinnati,OH,Naviti,TRUE,Lavita
,9,Chelsea Townsend,0.166666667,1.166666667,,1,,12,1,Libby,1,,,1,,1,,,1,1,6,0.166666667,,1,0,0.166666667,F,25,EMT/Pro Cheerleader,Los Angeles,CA,Naviti,TRUE,Lavita
,9,Desiree Afuye,0,1.166666667,,1,,12,1,Libby,1,,,1,,1,,,,0,6,0,,1,0,0,F,21,Student,Brooklyn,NY,Malolo,TRUE,Lavita
,9,Domenick Abbate,0,1.166666667,,0,,12,1,Michael,1,,,1,,1,,,,0,6,0,,1,0,0,M,38,Construction Supervisor,Nesconset,NY,Naviti,TRUE,Lavita
,9,Kellyn Bechtold,0,1.166666667,,1,,12,1,Libby,1,,,1,,1,,,,0,6,0,,1,0,0,F,30,Career Counselor,Denver,CO,Naviti,TRUE,Lavita
,9,Sebastian Noel,0,1.166666667,,0,,12,1,Michael,1,,,1,,1,,,,0,6,0,,1,0,0,M,22,Fishing Guide,Satellite Beach,FL,Yanuya,TRUE,Lavita
,9,Wendell Holland,0.166666667,1.166666667,,0,1,12,1,Michael,,,,1,,1,,,1,1,6,0.166666667,,1,0,0.166666667,M,33,Furniture Company Owner,Philadelphia,PA,Yanuya,TRUE,Lavita
,10,Donathan Hurley,0,1.2,,1,,10,1,Desiree,1,,,1,,1,,,,,5,0,0,1,0,0,M,25,Caretaker,Kimper,KY,Malolo,TRUE,Lavita
,10,Jenna Bowman,0.2,1.2,,1,,10,1,Desiree,1,,,1,,1,1,,,1,5,0.2,0,1,0,0.2,F,23,Advertising Account Executive,Venice Beach,CA,Yanuya,TRUE,Lavita
,10,Laurel Johnson,0,1.2,,1,,10,1,Desiree,1,,,1,,1,,,,0,5,0,0,1,0,0,F,29,Financial Consultant,Minneapolis,MN,Yanuya,TRUE,Lavita
,10,Michael Yerger,0.2,1.2,,1,2,10,1,Desiree,,,,1,,1,1,,,1,5,0.2,0,1,0,0.2,M,18,Real Estate Agent,Los Angeles,CA,Malolo,TRUE,Lavita
,10,Angela Perkins,0,1.2,,0,,10,0,,1,,,1,,1,,,,0,5,0,0,1,0,0,F,42,Army Veteran,Cincinnati,OH,Naviti,TRUE,Lavita
,10,Chelsea Townsend,1.2,1.2,,0,,10,1,Michael,1,,,1,1,1,1,,,1,5,0.2,1,1,1,1.2,F,25,EMT/Pro Cheerleader,Los Angeles,CA,Naviti,TRUE,Lavita
,10,Desiree Afuye,0,1.2,,0,8,10,1,Michael,1,,,1,,1,,,,0,5,0,0,1,0,0,F,21,Student,Brooklyn,NY,Malolo,TRUE,Lavita
,10,Domenick Abbate,0,1.2,,1,,10,1,Desiree,1,,,1,,1,,,,0,5,0,0,1,0,0,M,38,Construction Supervisor,Nesconset,NY,Naviti,TRUE,Lavita
,10,Kellyn Bechtold,0.2,1.2,,1,,10,1,Desiree,1,,,1,,1,1,,,1,5,0.2,0,1,0,0.2,F,30,Career Counselor,Denver,CO,Naviti,TRUE,Lavita
,10,Sebastian Noel,0.2,1.2,,1,,10,1,Desiree,1,,,1,,1,1,,,1,5,0.2,0,1,0,0.2,M,22,Fishing Guide,Satellite Beach,FL,Yanuya,TRUE,Lavita
,10,Wendell Holland,0,1.2,,1,,10,1,Desiree,1,,,1,,1,,,,0,5,0,0,1,0,0,M,33,Furniture Company Owner,Philadelphia,PA,Yanuya,TRUE,Lavita
,11.1,Donathan Hurley,0,1,,0,0,5,1,Sebastian,,,,1,,,,,,,,,0,1,0,,M,25,Caretaker,Kimper,KY,Malolo,TRUE,Lavita
,11.1,Jenna Bowman,0,1,,0,3,5,1,,,,,1,,,,,,,,,0,1,0,,F,23,Advertising Account Executive,Venice Beach,CA,Yanuya,TRUE,Lavita
,11.1,Laurel Johnson,0,1,,0,2,6,1,,,,,1,,,,,,,,,0,1,0,,F,29,Financial Consultant,Minneapolis,MN,Yanuya,TRUE,Lavita
,11.1,Michael Yerger,0,1,,0,2,6,1,,,,,1,,,,,,,,,0,1,0,,M,18,Real Estate Agent,Los Angeles,CA,Malolo,TRUE,Lavita
,11.1,Angela Perkins,0,1,,1,,5,1,Jenna,1,,,1,,,,,,,,,0,1,0,,F,42,Army Veteran,Cincinnati,OH,Naviti,TRUE,Lavita
,11.1,Chelsea Townsend,1,1,,1,,5,1,Jenna,1,,,1,1,,,,,,,,1,1,1,,F,25,EMT/Pro Cheerleader,Los Angeles,CA,Naviti,TRUE,Lavita
,11.1,Domenick Abbate,1,1,,1,,6,1,,1,,,1,1,,,,,,,,1,1,1,,M,38,Construction Supervisor,Nesconset,NY,Naviti,TRUE,Lavita
,11.1,Kellyn Bechtold,0,1,,0,1,6,2,,,,,1,,,,,,,,,0,1,0,,F,30,Career Counselor,Denver,CO,Naviti,TRUE,Lavita
,11.1,Sebastian Noel,0,1,,1,1,5,1,Jenna,,,,1,,,,,,,,,0,1,0,,M,22,Fishing Guide,Satellite Beach,FL,Yanuya,TRUE,Lavita
,11.1,Wendell Holland,0,1,,1,1,6,1,,,,,1,,,,,,,,,0,1,0,,M,33,Furniture Company Owner,Philadelphia,PA,Yanuya,TRUE,Lavita
,11.2,Donathan Hurley,0,1,,0,0,5,1,,,,,1,,,,,,,,,0,1,0,,M,25,Caretaker,Kimper,KY,Malolo,TRUE,Lavita
,11.2,Laurel Johnson,0,1,,0,2,6,1,Kellyn,,,,1,,,,,,,,,0,1,0,,F,29,Financial Consultant,Minneapolis,MN,Yanuya,TRUE,Lavita
,11.2,Michael Yerger,0,1,,0,2,6,1,Wendell,,,,1,,,,,,,,,0,1,0,,M,18,Real Estate Agent,Los Angeles,CA,Malolo,TRUE,Lavita
