Season,Episode,Contestants,ChW,ChA,SO,VFB,VAP,TotV,TCA,TCV,VFT,InRCA,InRCW,InICA,InICW,TRCA,TRCW,TICA,TICW,Reward win?,Reward #people,Reward win%,Immunity win,Immunity #people,Immunity win%,Immunity total win%,Sex,Age,Occupation,Hometown,Home State,Original Tribe,Merged,Tribe
19,1,Erik,0.1,0.225,,,,,,,,,,,,,,1,1,,,,1,10,0.1,0.1,M,28,Bartender,Los Angeles,CA,Galu,FALSE,Galu
19,1,Liz,0.125,0.225,,1,,10,1,Marisa,1,,,,,,,1,,,,,0,10,0,0.125,F,33,Urban Planner,New York City,NY,Foa Foa,FALSE,Foa Foa
19,1,Russell,0.1,0.1,,,,,,,,,,,,,,1,1,,,,1,10,0.1,0.1,M,42,Attorney,Glenside,PA,Galu,FALSE,Galu
19,1,Ashley,0,0.1,,1,3,10,1,Marisa,,,,,,,,1,,,,,0,10,0,0,F,22,Spa Sleswoman,Maple Grove,MN,Foa Foa,FALSE,Foa Foa
19,1,Yasmin,0.1,0.225,,,,,,,,,,,,,,1,1,,,,1,10,0.1,0.1,F,33,Hairstylist,Los Angeles,CA,Galu,FALSE,Galu
19,1,Ben,0,0.1,,1,,10,1,Marisa,1,,,,,,,1,,,,,0,10,0,0,M,28,Bar Manager,Los Angeles,CA,Foa Foa,FALSE,Foa Foa
19,1,Betsy,0,0.1,,0,,10,1,Ashley,1,,,,,,,1,,,,,0,10,0,0,F,48,Police Officer,Campton,NH,Foa Foa,FALSE,Foa Foa
19,1,Mike,0,0.1,,1,,10,1,Ashley,1,,,,,,,1,,,,,0,10,0,0,M,62,Personal Chef,Marina del Rey,CA,Foa Foa,FALSE,Foa Foa
19,1,Marisa,0.125,0.225,,0,7,10,1,Ashley,,,,,,,,1,,,,,0,10,0,0.125,F,26,Student,Cincinnati,OH,Foa Foa,FALSE,Foa Foa
19,2,Natalie,0,0.111111111,,1,,8,1,Betsy,1,,,,,,,1,,,,,0,9,0,,F,26,Pharmaceutical Saleswoman,Van Buren,AR,Foa Foa,FALSE,Foa Foa
19,2,Russell,0,0.111111111,,1,,8,1,Betsy,1,,,,,,,1,,,,,0,9,0,,M,36,Oil Company Owner,Dayton,TX,Foa Foa,FALSE,Foa Foa
19,2,Mick,0,0.111111111,,1,,8,1,Betsy,1,,,,,,,1,,,,,0,9,0,,M,33,Doctor,Los Angeles,CA,Foa Foa,FALSE,Foa Foa
19,2,Brett,0.111111111,0.111111111,,,,,,,,,,,,,,1,1,,,,1,9,0.111111111,,M,23,T-shirt Designer,Los Angeles,CA,Galu,FALSE,Galu
19,2,Jaison,0,0.111111111,,1,,8,1,Betsy,1,,,,,,,1,,,,,0,9,0,,M,28,Law Student,Chicago,IL,Foa Foa,FALSE,Foa Foa
19,2,Shambo,0.111111111,0.111111111,,,,,,,,,,,,,,1,1,,,,1,9,0.111111111,,F,45,Saleswoman,Renton,WA,Galu,FALSE,Galu
19,2,Monica,0,0.111111111,1,,,,,,,,,,,,,1,,,,,,9,0,,F,25,Law Student,San Diego,CA,Galu,FALSE,Galu
19,2,Dave,0.111111111,0.111111111,,,,,,,,,,,,,,1,1,,,,1,9,0.111111111,,M,38,Fitness Instructor,Los Angeles,CA,Galu,FALSE,Galu
19,2,John,0.111111111,0.111111111,,,,,,,,,,,,,,1,1,,,,1,9,0.111111111,,M,25,Rocket Scientist,Santa Monica,CA,Galu,FALSE,Galu
19,2,Laura,0.111111111,0.111111111,,,,,,,,,,,,,,1,1,,,,1,9,0.111111111,,F,39,Office Manager,Salem,OR,Galu,FALSE,Galu
19,2,Kelly,0.111111111,0.111111111,,,,,,,,,,,,,,1,1,,,,1,9,0.111111111,,F,25,Hairstylist,San Diego,CA,Galu,FALSE,Galu
19,2,Erik,0.111111111,0.111111111,,,,,,,,,,,,,,1,1,,,,1,9,0.111111111,,M,28,Bartender,Los Angeles,CA,Galu,FALSE,Galu
19,2,Liz,0,0.111111111,,1,,8,1,Betsy,1,,,,,,,1,,,,,0,9,0,,F,33,Urban Planner,New York City,NY,Foa Foa,FALSE,Foa Foa
19,2,Russell,0.111111111,0.111111111,,,,,,,,,,,,,,1,1,,,,1,9,0.111111111,,M,42,Attorney,Glenside,PA,Galu,FALSE,Galu
19,2,Ashley,0,0.111111111,,1,,8,1,Betsy,1,,,,,,,1,,,,,0,9,0,,F,22,Spa Sleswoman,Maple Grove,MN,Foa Foa,FALSE,Foa Foa
19,2,Yasmin,0.111111111,0.111111111,,,,,,,,,,,,,,1,1,,,,1,9,0.111111111,,F,33,Hairstylist,Los Angeles,CA,Galu,FALSE,Galu
19,2,Ben,0,0.111111111,,1,1,8,1,Betsy,,,,,,,,1,,,,,0,9,0,,M,28,Bar Manager,Los Angeles,CA,Foa Foa,FALSE,Foa Foa
19,2,Betsy,0,0.111111111,,0,7,8,1,Ben,,,,,,,,1,,,,,0,9,0,,F,48,Police Officer,Campton,NH,Foa Foa,FALSE,Foa Foa
19,2,Mike,0,0.111111111,,0,9,9,1,Mike,,,,,,,,1,,,,,0,9,0,,M,62,Personal Chef,Marina del Rey,CA,Foa Foa,FALSE,Foa Foa
19,3,Natalie,0,0.166666667,,1,,7,1,Ben,1,,,,,,,1,,,,,0,6,0,,F,26,Pharmaceutical Saleswoman,Van Buren,AR,Foa Foa,FALSE,Foa Foa
19,3,Russell,0,0.166666667,1,1,,7,1,Ben,1,,,,,,,1,,,,,,6,0,,M,36,Oil Company Owner,Dayton,TX,Foa Foa,FALSE,Foa Foa
19,3,Mick,0,0.166666667,,1,,7,1,Ben,1,,,,,,,1,,,,,0,6,0,,M,33,Doctor,Los Angeles,CA,Foa Foa,FALSE,Foa Foa
19,3,Brett,0,0.166666667,1,,,,,,,,,,,,,1,,,,,,6,0,,M,23,T-shirt Designer,Los Angeles,CA,Galu,FALSE,Galu
19,3,Jaison,0,0.166666667,,1,,7,1,Ben,1,,,,,,,1,,,,,0,6,0,,M,28,Law Student,Chicago,IL,Foa Foa,FALSE,Foa Foa
19,3,Shambo,0,0.166666667,1,,,,,,,,,,,,,1,,,,,,6,0,,F,45,Saleswoman,Renton,WA,Galu,FALSE,Galu
19,3,Monica,0.166666667,0.166666667,,,,,,,,,,,,,,1,1,,,,1,6,0.166666667,,F,25,Law Student,San Diego,CA,Galu,FALSE,Galu
19,3,Dave,0.166666667,0.166666667,,,,,,,,,,,,,,1,1,,,,1,6,0.166666667,,M,38,Fitness Instructor,Los Angeles,CA,Galu,FALSE,Galu
19,3,John,0.166666667,0.166666667,,,,,,,,,,,,,,1,1,,,,1,6,0.166666667,,M,25,Rocket Scientist,Santa Monica,CA,Galu,FALSE,Galu
19,3,Laura,0.166666667,0.166666667,,,,,,,,,,,,,,1,1,,,,1,6,0.166666667,,F,39,Office Manager,Salem,OR,Galu,FALSE,Galu
19,3,Kelly,0.166666667,0.166666667,,,,,,,,,,,,,,1,1,,,,1,6,0.166666667,,F,25,Hairstylist,San Diego,CA,Galu,FALSE,Galu
19,3,Erik,0,0.166666667,1,,,,,,,,,,,,,1,,,,,,6,0,,M,28,Bartender,Los Angeles,CA,Galu,FALSE,Galu
19,3,Liz,0,0.166666667,,1,,7,1,Ben,1,,,,,,,1,,,,,0,6,0,,F,33,Urban Planner,New York City,NY,Foa Foa,FALSE,Foa Foa
19,3,Russell,0.166666667,0.166666667,,,,,,,,,,,,,,1,1,,,,1,6,0.166666667,,M,42,Attorney,Glenside,PA,Galu,FALSE,Galu
19,3,Ashley,0,0.166666667,,1,1,7,1,Ben,,,,,,,,1,,,,,0,6,0,,F,22,Spa Sleswoman,Maple Grove,MN,Foa Foa,FALSE,Foa Foa
19,3,Yasmin,0,0.166666667,1,,,,,,,,,,,,,1,,,,,,6,0,,F,33,Hairstylist,Los Angeles,CA,Galu,FALSE,Galu
19,3,Ben,0,0.166666667,,0,6,7,1,Ashley,,,,,,,,1,,,,,0,6,0,,M,28,Bar Manager,Los Angeles,CA,Foa Foa,FALSE,Foa Foa
19,4,Natalie,0.166666667,0.333333333,,,,,,,,,,,,,,1,1,0,3,0,1,6,0.166666667,0.166666667,F,26,Pharmaceutical Saleswoman,Van Buren,AR,Foa Foa,FALSE,Foa Foa
19,4,Russell,0.166666667,0.333333333,,,,,,,,,,,,,,1,1,0,3,0,1,6,0.166666667,0.166666667,M,36,Oil Company Owner,Dayton,TX,Foa Foa,FALSE,Foa Foa
19,4,Mick,0.166666667,0.333333333,,,,,,,,,,,,,,1,1,0,3,0,1,6,0.166666667,0.166666667,M,33,Doctor,Los Angeles,CA,Foa Foa,FALSE,Foa Foa
19,4,Brett,0,0.166666667,,1,,10,1,Yasmin,1,,,,,,,1,,,,,0,6,0,0,M,23,T-shirt Designer,Los Angeles,CA,Galu,FALSE,Galu
19,4,Jaison,0.166666667,0.166666667,,,,,,,,,,,,,,1,1,,,,1,6,0.166666667,0.166666667,M,28,Law Student,Chicago,IL,Foa Foa,FALSE,Foa Foa
19,4,Shambo,0.166666667,0.333333333,1,0,,10,1,Monica,1,,,,,,,1,,0.5,3,0.166666667,,6,0,0.166666667,F,45,Saleswoman,Renton,WA,Galu,FALSE,Galu
19,4,Monica,0,0.166666667,,1,2,10,1,Yasmin,,,,,,,,1,,,,,0,6,0,0,F,25,Law Student,San Diego,CA,Galu,FALSE,Galu
19,4,Dave,0.166666667,0.333333333,1,1,,10,1,Yasmin,1,,,,,,,1,,0.5,3,0.166666667,,6,0,0.166666667,M,38,Fitness Instructor,Los Angeles,CA,Galu,FALSE,Galu
19,4,John,0,0.166666667,,1,,10,1,Yasmin,1,,,,,,,1,,,,,0,6,0,0,M,25,Rocket Scientist,Santa Monica,CA,Galu,FALSE,Galu
19,4,Laura,0,0.166666667,1,1,,10,1,Yasmin,1,,,,,,,1,,,,,,6,0,0,F,39,Office Manager,Salem,OR,Galu,FALSE,Galu
19,4,Kelly,0,0.166666667,,1,,10,1,Yasmin,1,,,,,,,1,,,,,0,6,0,0,F,25,Hairstylist,San Diego,CA,Galu,FALSE,Galu
19,4,Erik,0,0.166666667,,1,,10,1,Yasmin,1,,,,,,,1,,,,,0,6,0,0,M,28,Bartender,Los Angeles,CA,Galu,FALSE,Galu
19,4,Liz,0.166666667,0.166666667,,,,,,,,,,,,,,1,1,,,,1,6,0.166666667,0.166666667,F,33,Urban Planner,New York City,NY,Foa Foa,FALSE,Foa Foa
19,4,Russell,0.166666667,0.333333333,1,1,,10,1,Yasmin,1,,,,,,,1,,0.5,3,0.166666667,,6,0,0.166666667,M,42,Attorney,Glenside,PA,Galu,FALSE,Galu
19,4,Ashley,0.166666667,0.166666667,,,,,,,,,,,,,,1,1,,,,1,6,0.166666667,0.166666667,F,22,Spa Sleswoman,Maple Grove,MN,Foa Foa,FALSE,Foa Foa
19,4,Yasmin,0,0.166666667,,0,8,10,1,Monica,,,,,,,,1,,,,,0,6,0,0,F,33,Hairstylist,Los Angeles,CA,Galu,FALSE,Galu
19,5,Natalie,0,0.333333333,,1,,6,1,Ashley,1,,,,,1,,1,,0,6,0,0,6,0,0,F,26,Pharmaceutical Saleswoman,Van Buren,AR,Foa Foa,FALSE,Foa Foa
19,5,Russell,0,0.333333333,,1,,6,1,Ashley,1,,,,,1,,1,,0,6,0,0,6,0,0,M,36,Oil Company Owner,Dayton,TX,Foa Foa,FALSE,Foa Foa
19,5,Mick,0,0.333333333,,1,,6,1,Ashley,1,,,,,1,,1,,0,6,0,0,6,0,0,M,33,Doctor,Los Angeles,CA,Foa Foa,FALSE,Foa Foa
19,5,Brett,0.166666667,0.333333333,1,,,,,,,,,,,1,1,1,,1,6,0.166666667,,6,0,0.166666667,M,23,T-shirt Designer,Los Angeles,CA,Galu,FALSE,Galu
19,5,Jaison,0,0.333333333,,1,,6,1,Ashley,1,,,,,1,,1,,0,6,0,0,6,0,0,M,28,Law Student,Chicago,IL,Foa Foa,FALSE,Foa Foa
19,5,Shambo,0.166666667,0.333333333,1,,,,,,,,,,,1,1,1,,1,6,0.166666667,,6,0,0.166666667,F,45,Saleswoman,Renton,WA,Galu,FALSE,Galu
19,5,Monica,0.333333333,0.333333333,,,,,,,,,,,,1,1,1,1,1,6,0.166666667,1,6,0.166666667,0.333333333,F,25,Law Student,San Diego,CA,Galu,FALSE,Galu
19,5,Dave,0.166666667,0.333333333,1,,,,,,,,,,,1,1,1,,1,6,0.166666667,,6,0,0.166666667,M,38,Fitness Instructor,Los Angeles,CA,Galu,FALSE,Galu
19,5,John,0.166666667,0.333333333,1,,,,,,,,,,,1,,1,1,,6,0,1,6,0.166666667,0.166666667,M,25,Rocket Scientist,Santa Monica,CA,Galu,FALSE,Galu
19,5,Laura,0.166666667,0.333333333,1,,,,,,,,,,,1,,1,1,,6,0,1,6,0.166666667,0.166666667,F,39,Office Manager,Salem,OR,Galu,FALSE,Galu
19,5,Kelly,0.166666667,0.333333333,1,,,,,,,,,,,1,,1,1,,6,0,1,6,0.166666667,0.166666667,F,25,Hairstylist,San Diego,CA,Galu,FALSE,Galu
19,5,Erik,0.333333333,0.333333333,,,,,,,,,,,,1,1,1,1,1,6,0.166666667,1,6,0.166666667,0.333333333,M,28,Bartender,Los Angeles,CA,Galu,FALSE,Galu
19,5,Liz,0,0.333333333,,1,1,6,1,Ashley,,,,,,1,,1,,0,6,0,0,6,0,0,F,33,Urban Planner,New York City,NY,Foa Foa,FALSE,Foa Foa
19,5,Russell,0.333333333,0.333333333,,,,,,,,,,,,1,1,1,1,1,6,0.166666667,1,6,0.166666667,0.333333333,M,42,Attorney,Glenside,PA,Galu,FALSE,Galu
19,5,Ashley,0,0.333333333,,0,5,6,1,Liz,,,,,,1,,1,,0,6,0,0,6,0,0,F,22,Spa Sleswoman,Maple Grove,MN,Foa Foa,FALSE,Foa Foa
19,7,Natalie,0,0.4,,1,,5,1,Liz,1,,,,,1,,1,,0,5,0,0,5,0,0,F,26,Pharmaceutical Saleswoman,Van Buren,AR,Foa Foa,FALSE,Foa Foa
19,7,Russell,0,0.4,,1,,5,1,Liz,1,,,,,1,,1,,0,5,0,0,5,0,0,M,36,Oil Company Owner,Dayton,TX,Foa Foa,FALSE,Foa Foa
19,7,Mick,0,0.4,,1,,5,1,Liz,1,,,,,1,,1,,0,5,0,0,5,0,0,M,33,Doctor,Los Angeles,CA,Foa Foa,FALSE,Foa Foa
19,7,Brett,0.4,0.4,,,,,,,,,,,,1,1,1,1,1,5,0.2,1,5,0.2,0.4,M,23,T-shirt Designer,Los Angeles,CA,Galu,FALSE,Galu
19,7,Jaison,0,0.4,,1,1,5,1,Liz,,,,,,1,,1,,0,5,0,0,5,0,0,M,28,Law Student,Chicago,IL,Foa Foa,FALSE,Foa Foa
19,7,Shambo,0.2,0.4,1,,,,,,,,,,,1,,1,1,,5,0,1,5,0.2,0.2,F,45,Saleswoman,Renton,WA,Galu,FALSE,Galu
19,7,Monica,0.2,0.4,1,,,,,,,,,,,1,1,1,,1,5,0.2,,5,0,0.2,F,25,Law Student,San Diego,CA,Galu,FALSE,Galu
19,7,Dave,0.2,0.4,1,,,,,,,,,,,1,,1,1,,5,0,1,5,0.2,0.2,M,38,Fitness Instructor,Los Angeles,CA,Galu,FALSE,Galu
19,7,John,0.2,0.4,1,,,,,,,,,,,1,1,1,,1,5,0.2,,5,0,0.2,M,25,Rocket Scientist,Santa Monica,CA,Galu,FALSE,Galu
19,7,Laura,0.2,0.4,1,,,,,,,,,,,1,1,1,,1,5,0.2,,5,0,0.2,F,39,Office Manager,Salem,OR,Galu,FALSE,Galu
19,7,Kelly,0.2,0.4,1,,,,,,,,,,,1,,1,1,,5,0,1,5,0.2,0.2,F,25,Hairstylist,San Diego,CA,Galu,FALSE,Galu
19,7,Erik,0.4,0.4,,,,,,,,,,,,1,1,1,1,1,5,0.2,1,5,0.2,0.4,M,28,Bartender,Los Angeles,CA,Galu,FALSE,Galu
19,7,Liz,0,0.4,,0,4,5,1,Jaison,,,,,,1,,1,,0,5,0,0,5,0,0,F,33,Urban Planner,New York City,NY,Foa Foa,FALSE,Foa Foa
19,8,Natalie,0,1,,1,,12,1,Erik,1,,,1,,,,,,,,,0,1,0,,F,26,Pharmaceutical Saleswoman,Van Buren,AR,Foa Foa,TRUE,Aiga
19,8,Russell,0,1,,1,,12,1,Erik,1,,,1,,,,,,,,,0,1,0,,M,36,Oil Company Owner,Dayton,TX,Foa Foa,TRUE,Aiga
19,8,Mick,0,1,,1,,12,1,Erik,1,,,1,,,,,,,,,0,1,0,,M,33,Doctor,Los Angeles,CA,Foa Foa,TRUE,Aiga
19,8,Brett,0,1,,1,,12,1,Erik,1,,,1,,,,,,,,,0,1,0,,M,23,T-shirt Designer,Los Angeles,CA,Galu,TRUE,Aiga
19,8,Jaison,0,1,,1,2,12,1,Erik,,,,1,,,,,,,,,0,1,0,,M,28,Law Student,Chicago,IL,Foa Foa,TRUE,Aiga
19,8,Shambo,0,1,,0,,12,1,Jaison,1,,,1,,,,,,,,,0,1,0,,F,45,Saleswoman,Renton,WA,Galu,TRUE,Aiga
19,8,Monica,0,1,,1,,12,1,Erik,1,,,1,,,,,,,,,0,1,0,,F,25,Law Student,San Diego,CA,Galu,TRUE,Aiga
19,8,Dave,0,1,,1,,12,1,Erik,1,,,1,,,,,,,,,0,1,0,,M,38,Fitness Instructor,Los Angeles,CA,Galu,TRUE,Aiga
19,8,John,1,1,,1,,12,1,Erik,1,,,1,1,,,,,,,,1,1,1,,M,25,Rocket Scientist,Santa Monica,CA,Galu,TRUE,Aiga
19,8,Laura,1,1,,1,,12,1,Erik,1,,,1,1,,,,,,,,1,1,1,,F,39,Office Manager,Salem,OR,Galu,TRUE,Aiga
19,8,Kelly,0,1,,1,,12,1,Erik,1,,,1,,,,,,,,,0,1,0,,F,25,Hairstylist,San Diego,CA,Galu,TRUE,Aiga
19,8,Erik,0,1,,0,10,12,1,Jaison,,,,1,,,,,,,,,0,1,0,,M,28,Bartender,Los Angeles,CA,Galu,TRUE,Aiga
19,9,Natalie,0,1.2,1,1,,11,1,Kelly,1,,,1,,1,,,,,5,0,0,1,0,0,F,26,Pharmaceutical Saleswoman,Van Buren,AR,Foa Foa,TRUE,Aiga
19,9,Russell,0,1.2,,1,0,11,1,Kelly,,,,1,,1,,,,0,5,0,0,1,0,0,M,36,Oil Company Owner,Dayton,TX,Foa Foa,TRUE,Aiga
19,9,Mick,0,1.2,,1,,11,1,Kelly,1,,,1,,1,,,,0,5,0,0,1,0,0,M,33,Doctor,Los Angeles,CA,Foa Foa,TRUE,Aiga
19,9,Brett,0,1.2,,0,,11,1,Russell,1,,,1,,1,,,,0,5,0,0,1,0,0,M,23,T-shirt Designer,Los Angeles,CA,Galu,TRUE,Aiga
19,9,Jaison,0,1.2,,1,,11,1,Kelly,1,,,1,,1,,,,0,5,0,0,1,0,0,M,28,Law Student,Chicago,IL,Foa Foa,TRUE,Aiga
19,9,Shambo,0.2,1.2,,0,,11,1,Russell,1,,,1,,1,1,,,1,5,0.2,0,1,0,0.2,F,45,Saleswoman,Renton,WA,Galu,TRUE,Aiga
19,9,Monica,0.2,1.2,,0,,11,1,Russell,1,,,1,,1,1,,,1,5,0.2,0,1,0,0.2,F,25,Law Student,San Diego,CA,Galu,TRUE,Aiga
19,9,Dave,0.2,1.2,,0,,11,1,Russell,1,,,1,,1,1,,,1,5,0.2,0,1,0,0.2,M,38,Fitness Instructor,Los Angeles,CA,Galu,TRUE,Aiga
19,9,John,0.2,1.2,,0,,11,1,Russell,1,,,1,,1,1,,,1,5,0.2,0,1,0,0.2,M,25,Rocket Scientist,Santa Monica,CA,Galu,TRUE,Aiga
19,9,Laura,1,1.2,,0,,11,1,Russell,1,,,1,1,1,,,,0,5,0,1,1,1,1,F,39,Office Manager,Salem,OR,Galu,TRUE,Aiga
19,9,Kelly,0.2,1.2,,0,4,11,1,Russell,,,,1,,1,1,,,1,5,0.2,0,1,0,0.2,F,25,Hairstylist,San Diego,CA,Galu,TRUE,Aiga
19,10,Natalie,0.2,1.2,,1,5,10,1,Laura,,,,1,,1,1,,,1,5,0.2,0,1,0,0.2,F,26,Pharmaceutical Saleswoman,Van Buren,AR,Foa Foa,TRUE,Aiga
19,10,Russell,0.2,1.2,,1,,10,1,Laura,1,,,1,,1,1,,,1,5,0.2,0,1,0,0.2,M,36,Oil Company Owner,Dayton,TX,Foa Foa,TRUE,Aiga
19,10,Mick,1,1.2,,1,,10,1,Laura,1,,,1,1,1,,,,0,5,0,1,1,1,1,M,33,Doctor,Los Angeles,CA,Foa Foa,TRUE,Aiga
19,10,Brett,0.2,1.2,,0,,10,1,Natalie,1,,,1,,1,1,,,1,5,0.2,0,1,0,0.2,M,23,T-shirt Designer,Los Angeles,CA,Galu,TRUE,Aiga
19,10,Jaison,0,1.2,,1,,10,1,Laura,1,,,1,,1,,,,0,5,0,0,1,0,0,M,28,Law Student,Chicago,IL,Foa Foa,TRUE,Aiga
19,10,Shambo,0,1.2,,1,,10,1,Laura,1,,,1,,1,,,,0,5,0,0,1,0,0,F,45,Saleswoman,Renton,WA,Galu,TRUE,Aiga
19,10,Monica,0,1.2,,0,,10,1,Natalie,1,,,1,,1,,,,0,5,0,0,1,0,0,F,25,Law Student,San Diego,CA,Galu,TRUE,Aiga
19,10,Dave,0.2,1.2,,0,,10,1,Natalie,1,,,1,,1,1,,,1,5,0.2,0,1,0,0.2,M,38,Fitness Instructor,Los Angeles,CA,Galu,TRUE,Aiga
19,10,John,0,1.2,,0,,10,1,Natalie,1,,,1,,1,,,,0,5,0,0,1,0,0,M,25,Rocket Scientist,Santa Monica,CA,Galu,TRUE,Aiga
19,10,Laura,0.2,1.2,,0,5,10,1,Natalie,,,,1,,1,1,,,1,5,0.2,0,1,0,0.2,F,39,Office Manager,Salem,OR,Galu,TRUE,Aiga
19,11,Natalie,0,1,,1,,9,1,John,1,,,1,,,,,,,,,0,1,0,,F,26,Pharmaceutical Saleswoman,Van Buren,AR,Foa Foa,TRUE,Aiga
19,11,Russell,0,1,,1,,9,1,John,1,,,1,,,,,,,,,0,1,0,,M,36,Oil Company Owner,Dayton,TX,Foa Foa,TRUE,Aiga
19,11,Mick,0,1,,1,1,9,1,John,,,,1,,,,,,,,,0,1,0,,M,33,Doctor,Los Angeles,CA,Foa Foa,TRUE,Aiga
19,11,Brett,0,1,,1,,9,1,John,1,,,1,,,,,,,,,0,1,0,,M,23,T-shirt Designer,Los Angeles,CA,Galu,TRUE,Aiga
19,11,Jaison,1,1,,1,,9,1,John,1,,,1,1,,,,,,,,1,1,1,,M,28,Law Student,Chicago,IL,Foa Foa,TRUE,Aiga
19,11,Shambo,0,1,,0,,9,1,Dave,1,,,1,,,,,,,,,0,1,0,,F,45,Saleswoman,Renton,WA,Galu,TRUE,Aiga
19,11,Monica,0,1,,1,,9,1,John,1,,,1,,,,,,,,,0,1,0,,F,25,Law Student,San Diego,CA,Galu,TRUE,Aiga
19,11,Dave,0,1,,1,1,9,1,John,,,,1,,,,,,,,,0,1,0,,M,38,Fitness Instructor,Los Angeles,CA,Galu,TRUE,Aiga
19,11,John,0,1,,0,7,9,1,Mick,,,,1,,,,,,,,,0,1,0,,M,25,Rocket Scientist,Santa Monica,CA,Galu,TRUE,Aiga
19,12.1,Natalie,0,2,,2,,15,1,Dave,2,,,2,,,,,,,,,0,1,0,,F,26,Pharmaceutical Saleswoman,Van Buren,AR,Foa Foa,TRUE,Aiga
19,12.1,Russell,0,2,,2,2,15,1,Dave,2,,,2,,,,,,,,,0,1,0,,M,36,Oil Company Owner,Dayton,TX,Foa Foa,TRUE,Aiga
19,12.1,Mick,0,2,,2,,15,1,Dave,2,,,2,,,,,,,,,0,1,0,,M,33,Doctor,Los Angeles,CA,Foa Foa,TRUE,Aiga
19,12.1,Brett,1,2,,1,,15,1,Dave,2,,,2,1,,,,,,,,0,1,0,,M,23,T-shirt Designer,Los Angeles,CA,Galu,TRUE,Aiga
19,12.1,Jaison,1,2,,2,,15,1,Dave,2,,,2,1,,,,,,,,1,1,1,,M,28,Law Student,Chicago,IL,Foa Foa,TRUE,Aiga
19,12.1,Shambo,0,2,,2,1,15,1,Dave,1,,,2,,,,,,,,,0,1,0,,F,45,Saleswoman,Renton,WA,Galu,TRUE,Aiga
19,12.1,Monica,0,2,,1,5,15,1,Dave,1,,,2,,,,,,,,,0,1,0,,F,25,Law Student,San Diego,CA,Galu,TRUE,Aiga
19,12.1,Dave,0,1,,0,7,8,1,Shambo,,,,1,,,,,,,,,0,1,0,,M,38,Fitness Instructor,Los Angeles,CA,Galu,TRUE,Aiga
19,12.2,Natalie,0,2,,2,,15,1,Monica,2,,,2,,,,,,,,,0,1,0,,F,26,Pharmaceutical Saleswoman,Van Buren,AR,Foa Foa,TRUE,Aiga
19,12.2,Russell,0,2,,2,2,15,1,Monica,2,,,2,,,,,,,,,0,1,0,,M,36,Oil Company Owner,Dayton,TX,Foa Foa,TRUE,Aiga
19,12.2,Mick,0,2,,2,,15,1,Monica,2,,,2,,,,,,,,,0,1,0,,M,33,Doctor,Los Angeles,CA,Foa Foa,TRUE,Aiga
19,12.2,Brett,1,2,,1,,15,1,Russell,2,,,2,1,,,,,,,,0,1,0,,M,23,T-shirt Designer,Los Angeles,CA,Galu,TRUE,Aiga
19,12.2,Jaison,1,2,,2,,15,1,Monica,2,,,2,1,,,,,,,,1,1,1,,M,28,Law Student,Chicago,IL,Foa Foa,TRUE,Aiga
19,12.2,Shambo,0,2,,2,1,15,1,Monica,1,,,2,,,,,,,,,0,1,0,,F,45,Saleswoman,Renton,WA,Galu,TRUE,Aiga
